mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-4342,KNbO3,5,K1 Nb1 O3,4.01297268,4.01297268,4.11029183,90,90,90,tet,P4mm,1.00E-07,-8.066249072,-2.850937516,0.001190164,FALSE,4.515683419,1.476,FALSE,66.19193301,,
mp-5246,KNbO3,5,K1 Nb1 O3,4.00636436,4.071075482,4.071076844,90.20366844,90,90,ortho,Amm2,0,-8.067085836,-2.85177428,0.0003534,FALSE,4.501553298,2.0585,FALSE,66.39970574,"{'voigt': 112.719, 'reuss': 94.988, 'vrh': 103.853}","{'voigt': 63.37, 'reuss': 37.355, 'vrh': 50.363}"
mp-7375,KNbO3,5,K1 Nb1 O3,4.049923855,4.049923873,4.049924741,89.8368711,89.83687925,89.83686206,trig,R3m,0,-8.067439236,-2.85212768,0,TRUE,4.499799379,2.2934,FALSE,66.42558683,,
mp-935811,KNbO3,5,K1 Nb1 O3,4.02918278,4.02918278,4.02918278,90,90,90,cubic,Pm-3m,0,-8.059709008,-2.844397452,0.007730228,FALSE,4.569594296,1.4121,FALSE,65.41101791,"{'voigt': 172.61, 'reuss': 172.61, 'vrh': 172.61}","{'voigt': 113.648, 'reuss': 105.459, 'vrh': 109.553}"
mp-27366,KNiCl3,30,K1 Ni1 Cl3,11.80821896,11.80821937,5.92176056,89.99999449,90.00004025,119.9995508,hex_,P6_3cm,12.0000002,-8.760471231,-1.469011673,0,TRUE,2.844454365,0.7023,FALSE,715.0760801,,
mp-560976,KNiF3,5,K1 Ni1 F3,4.00809624,4.00805847,4.00805988,90,90,90,cubic,Pm-3m,2,-5.166724966,-2.637536305,0,TRUE,3.991875025,0,FALSE,64.38821576,,
mp-1185015,KNpO3,5,K1 Np1 O3,4.27003215,4.29310949,4.29310845,90,90,90,cubic,Pm-3m,1.9999989,-8.897647024,-3.11304054,0,TRUE,6.838305034,0,FALSE,78.70004291,,
mp-1185009,KOsO3,5,K1 Os1 O3,3.931159,3.931159,3.931159,90,90,90,cubic,Pm-3m,0.0059018,-7.065703604,-1.62517957,0.038625092,FALSE,7.580164649,0,FALSE,60.75217476,,
mp-1196581,KPO3,240,K1 P1 O3,16.0806313,16.0806313,16.0806313,90,90,90,cubic,Pa-3,0.021659,-6.95392286,-2.675777608,0.009890445,FALSE,2.263192933,5.056,TRUE,4158.23743,,
mp-1223439,KPO3,10,K1 P1 O3,8.684697749,8.684697749,4.192009005,77.00847631,77.00847631,41.10641199,mono,C2/m,0.0007677,-6.717871759,-2.439726506,0.245941546,FALSE,1.943171786,3.3136,FALSE,201.7940813,,
mp-13981,KPO3,20,K1 P1 O3,4.4452682,5.81675015,12.42586076,90,90,90,ortho,Pnma,0,-6.950319923,-2.67217467,0.013493382,FALSE,2.44087059,4.8212,TRUE,321.2956615,,
mp-5039,KPO3,40,K1 P1 O3,4.55257852,10.23201105,14.02715163,79.0634855,90,90,mono,P2_1/c,0,-6.963813305,-2.685668052,0,TRUE,2.444847847,5.1269,TRUE,641.5459608,,
mp-557880,KPO3,60,K1 P1 O3,12.183133,7.49784,12.14350184,65.05057428,90,90,mono,P2_1/c,0,-6.960182588,-2.682037335,0.003630717,FALSE,2.3392547,5.243,FALSE,1005.757685,,
mp-557985,KPO3,40,K1 P1 O3,4.55149133,11.26279304,14.0652371,62.92127425,90,90,mono,P2_1/c,0,-6.963384333,-2.685239081,0.000428971,FALSE,2.443185334,5.216,TRUE,641.9825134,,
mp-675976,KPO3,10,K1 P1 O3,5.137589,6.040312003,6.434108476,64.01160023,81.86856944,83.89594705,tri,P-1,3.17E-05,-5.470951085,-1.192805832,1.49286222,FALSE,2.209724068,0.7652,TRUE,177.4522761,,
mp-8267,KPS3,10,K1 P1 S3,6.907587079,7.096471062,7.096471552,72.07381071,60.87663973,60.87663977,ortho,Immm,0,-4.749104456,-0.956720066,0,TRUE,2.089096369,1.7149,FALSE,264.3180622,"{'voigt': 10.617, 'reuss': 9.892, 'vrh': 10.254}","{'voigt': 5.448, 'reuss': 3.371, 'vrh': 4.41}"
mp-569702,KPSe3,120,K1 P1 Se3,14.9511113,14.9511113,19.275013,90,90,119.9999969,trig,P3_1,0.1436966,-4.206666758,-0.799751222,0,TRUE,3.278374933,1.4182,TRUE,3731.40401,,
mp-571452,KPSe3,30,K1 P1 Se3,7.30874671,7.308746906,18.97090961,90,90,120.0000077,trig,P3_121,0,-4.20470316,-0.797787624,0.001963598,FALSE,3.484707386,1.315,FALSE,877.6161108,,
mp-1206970,KPaO3,5,K1 Pa1 O3,4.35600548,4.35600548,4.35600548,90,90,90,cubic,Pm-3m,0,-8.656407698,-3.552497714,0,TRUE,6.391337032,3.0477,FALSE,82.65426196,,
mp-1211504,KPbI3,20,K1 Pb1 I3,4.75272664,10.60788672,17.07067393,90,90,90,ortho,Pnma,0,-3.090048539,-1.206837612,0.014278024,FALSE,4.839075125,2.4115,FALSE,860.6416829,,
mp-1184935,KPbO3,5,K1 Pb1 O3,4.360784,4.360784,4.360784,90,90,90,cubic,Pm-3m,1.0255598,-5.137626526,-1.200046564,0.151146497,FALSE,5.893054641,0,FALSE,82.92657462,,
mp-9061,KPdF3,5,K1 Pd1 F3,4.309256,4.309256,4.309256,90,90,90,cubic,Pm-3m,0.0026034,-4.51968138,-2.110543693,0.034555294,FALSE,4.202388629,0,FALSE,80.0215363,"{'voigt': 68.848, 'reuss': 68.848, 'vrh': 68.848}","{'voigt': 22.29, 'reuss': 17.185, 'vrh': 19.737}"
mp-972985,KPdO3,5,K1 Pd1 O3,4.070076,4.070076,4.070076,90,90,90,cubic,Pm-3m,2.0084574,-5.05649011,-0.8254632,0.166205129,FALSE,4.766060398,0,FALSE,67.42291987,,
mp-974842,KPtO3,5,K1 Pt1 O3,4.046411,4.046411,4.046411,90,90,90,cubic,Pm-3m,1.7118185,-5.359969388,-0.950692176,0.12546218,FALSE,7.072388646,0,FALSE,66.25367574,"{'voigt': 119.312, 'reuss': 119.312, 'vrh': 119.312}","{'voigt': 51.665, 'reuss': 50.543, 'vrh': 51.104}"
mp-863708,KPuO3,5,K1 Pu1 O3,4.24710281,4.24713127,4.24712415,90,90,90,cubic,Pm-3m,3.0000012,-9.06460062,-2.921963576,1.74E-05,FALSE,7.176625313,0,FALSE,76.6096388,,
mp-1184957,KRbO3,5,K1 Rb1 O3,5.002601,5.002601,5.002601,90,90,90,cubic,Pm-3m,4.0000005,-3.722227012,-0.33106965,0.766270069,FALSE,2.288824296,0,FALSE,125.1951765,,
mp-973471,KReO3,5,K1 Re1 O3,3.939058,3.939058,3.939058,90,90,90,cubic,Pm-3m,0.0003283,-7.76651601,-2.081842621,0.037437421,FALSE,7.425354017,0,FALSE,61.11912479,"{'voigt': 201.94, 'reuss': 201.94, 'vrh': 201.94}","{'voigt': 124.607, 'reuss': 114.309, 'vrh': 119.458}"
mp-975134,KRhO3,5,K1 Rh1 O3,3.991577,3.991577,3.991577,90,90,90,cubic,Pm-3m,2.3977427,-5.852144456,-1.184232334,0.061124044,FALSE,4.9610515,0,FALSE,63.59654677,,
mp-973958,KRuO3,5,K1 Ru1 O3,3.939277,3.939277,3.939277,90,90,90,cubic,Pm-3m,0.0156177,-6.582909454,-1.532978398,0.104107756,FALSE,5.11142324,0,FALSE,61.12931949,,
mp-541581,KSO3,30,K1 S1 O3,9.711987668,9.711994323,6.27590517,90.0002906,89.9990666,120.0008346,trig,P321,0,-6.0963523,-2.073629839,0.012870134,FALSE,2.315881936,4.9772,FALSE,512.6487397,,
mp-558546,KSO3,30,K1 S1 O3,9.872281134,9.872482007,6.29887238,90.00021631,90.00008617,120.001098,trig,P321,0,-6.098420835,-2.075698374,0.010801598,FALSE,2.233077566,4.995,TRUE,531.6581807,,
mp-1180714,KSbO3,10,K1 Sb1 O3,3.745254,6.093515106,8.342319224,88.15577793,98.90750502,103.2967773,tri,P-1,0.2772321,-5.254579815,-1.233729019,0.815398154,FALSE,3.789352822,0,FALSE,183.0467596,,
mp-14607,KSbO3,60,K1 Sb1 O3,9.59970638,9.59970638,9.59970638,90,90,90,cubic,Pn-3,2.65E-05,-6.051586918,-2.030736123,0.018391051,FALSE,4.704402695,2.0039,TRUE,884.6548224,,
mp-16293,KSbO3,20,K1 Sb1 O3,7.515630088,7.515630088,7.515630088,60,60,60,cubic,Fd-3m,0.0024101,-6.025254999,-2.004404203,0.04472297,FALSE,4.621424829,1.1213,FALSE,300.1796116,"{'voigt': 112.518, 'reuss': 112.518, 'vrh': 112.518}","{'voigt': 74.561, 'reuss': 71.508, 'vrh': 73.035}"
mp-547792,KSbO3,10,K1 Sb1 O3,6.84028095,6.840261049,6.840306936,46.47726357,46.47717131,46.47728063,trig,R-3,0,-6.069977969,-2.049127173,0,TRUE,4.514453166,2.6808,FALSE,153.6462401,,
mp-635067,KSbO3,10,K1 Sb1 O3,3.847399,5.905069882,7.4086622,79.85517068,82.26845813,78.24766876,tri,P-1,0.0014092,-5.157419805,-1.136569009,0.912558164,FALSE,4.298599163,0,FALSE,161.3615806,,
mp-695836,KSbO3,10,K1 Sb1 O3,4.990369,6.233788571,6.825866397,72.28576422,69.06421636,67.33299992,tri,P-1,0.0003278,-5.305372768,-1.284521972,0.764605201,FALSE,3.862992815,0.2784,FALSE,179.5573506,,
mp-973960,KScO3,5,K1 Sc1 O3,4.210657,4.210657,4.210657,90,90,90,cubic,Pm-3m,2.0000204,-6.798047294,-2.336502925,0.203321557,FALSE,2.937283326,0,FALSE,74.65340065,,
mp-28695,KSiH3,20,K1 Si1 H3,5.30126752,6.87685656,8.77103648,90,90,90,ortho,Pnma,0,-5.219501882,-0.188028735,0,TRUE,1.458386837,2.5733,FALSE,319.7573999,,
mp-1198795,KSiO3,40,K1 Si1 O3,7.761756279,7.761756279,11.261609,90,90,98.93432999,ortho,Cmce,7.9986056,-6.740625377,-2.460511223,0.150114179,FALSE,2.282994041,0.2132,FALSE,670.2223739,,
mp-1199261,KSiO3,40,K1 Si1 O3,11.007972,7.83872,10.36872265,48.63116328,90,90,mono,P2_1/c,7.9978894,-6.742823231,-2.462709077,0.147916326,FALSE,2.278831759,0,FALSE,671.4465341,,
mp-974061,KSiO3,5,K1 Si1 O3,3.683079,3.683079,3.683079,90,90,90,cubic,Pm-3m,0.3650109,-6.420598784,-2.14048463,0.470140772,FALSE,3.828252808,0,FALSE,49.96122784,"{'voigt': 178.452, 'reuss': 178.452, 'vrh': 178.452}","{'voigt': 121.72, 'reuss': 113.99, 'vrh': 117.855}"
mp-1097014,KSnBr3,20,K1 Sn1 Br3,4.47666619,8.95656243,16.58642631,90,90,90,ortho,Pnma,0,-3.509366654,-1.499010418,0.012274417,FALSE,3.970265113,2.2679,FALSE,665.041723,,
mp-28774,KSnF3,40,K1 Sn1 F3,7.978592781,9.891077845,10.21951682,80.3808471,72.36743442,74.20170479,tri,P-1,0,-4.966241508,-2.791165812,0,TRUE,3.874886943,3.5114,FALSE,736.4129578,,
mp-1097015,KSnI3,20,K1 Sn1 I3,4.70824602,10.44878157,16.99764006,90,90,90,ortho,Pnma,0,-3.066696507,-1.124100622,0,TRUE,4.277587265,1.9381,FALSE,836.2062838,,
mp-1079672,KSnN3,10,K1 Sn1 N3,6.78198809,6.78198809,7.831292,90,90,120.0000009,trig,P-3,11.9982193,-4.331909158,1.699245805,1.824210541,FALSE,2.127444373,0,FALSE,311.9450445,,
mp-1205548,KSrI3,10,K1 Sr1 I3,8.112890009,8.112890009,12.05344229,90,90,145.9752959,ortho,Cmcm,0,-3.32672278,-1.847555648,0,TRUE,3.796254244,3.9993,FALSE,443.916621,,
mp-1184959,KSrO3,5,K1 Sr1 O3,4.84673,4.84673,4.84673,90,90,90,cubic,Pm-3m,3,-4.863301408,-1.329765242,0.506905779,FALSE,2.548217759,0,FALSE,113.8535248,,
mp-3614,KTaO3,5,K1 Ta1 O3,3.99488137,3.99488137,3.99488137,90,90,90,cubic,Pm-3m,0,-8.640023914,-3.071587858,0,TRUE,6.981426042,2.0995,FALSE,63.75462003,"{'voigt': 188.716, 'reuss': 188.716, 'vrh': 188.716}","{'voigt': 126.959, 'reuss': 118.031, 'vrh': 122.495}"
mp-568318,KTaTe3,100,K1 Ta1 Te3,14.268809,7.986365,31.32861614,89.92458311,90,90,mono,P2_1/c,0.00505,-5.304898344,-0.819255355,0,TRUE,5.607998538,0.4922,TRUE,3570.078081,,
mp-981313,KTbO3,5,K1 Tb1 O3,4.494844,4.494844,4.494844,90,90,90,cubic,Pm-3m,1.999593,-6.395549704,-2.272926432,0.269213928,FALSE,4.498615827,0,FALSE,90.81213175,"{'voigt': 54.299, 'reuss': 54.299, 'vrh': 54.299}","{'voigt': 16.797, 'reuss': -11.855, 'vrh': 2.471}"
mp-28408,KTcCl3,20,K1 Tc1 Cl3,8.329953578,8.329953578,9.060211254,86.36834409,86.36834409,118.2901238,mono,Cc,0.0017182,-11.44718776,-1.359139228,0.050484929,FALSE,2.943660549,1.6971,FALSE,549.3437182,,
mp-973267,KTcO3,5,K1 Tc1 O3,3.87414195,3.87414195,3.87414195,90,90,90,cubic,Pm-3m,2.10E-06,-7.249670994,-1.982492657,0,TRUE,5.285921583,0,FALSE,58.14690296,"{'voigt': 180.938, 'reuss': 180.938, 'vrh': 180.938}","{'voigt': 113.566, 'reuss': 109.302, 'vrh': 111.434}"
mp-1184940,KTeO3,5,K1 Te1 O3,4.114391,4.114391,4.114391,90,90,90,cubic,Pm-3m,0.0001793,-5.462513868,-1.638802142,0.084273743,FALSE,5.118672906,0,FALSE,69.64928845,,
mp-567718,KTiBr3,30,K1 Ti1 Br3,13.39981595,13.39981595,5.928911,90,90,119.9999997,hex_,P6_3,6.8195294,-4.452040095,-1.664499826,0.023100073,FALSE,3.530336274,0,FALSE,921.9412147,,
mp-568270,KTiCl3,30,K1 Ti1 Cl3,12.63125637,12.63125637,5.633525,90,90,120.0000019,hex_,P6_3,6.5345734,-4.92270948,-2.008215136,0.011912576,FALSE,2.474473718,0,FALSE,778.40201,,
mp-640578,KTiI3,30,K1 Ti1 I3,14.05807965,14.05807965,6.965316,90,90,119.9999983,hex_,P6_3,11.9978573,-3.917784469,-1.198004552,0.050800693,FALSE,3.908629323,0,FALSE,1192.129574,,
mp-1180658,KTiO3,20,K1 Ti1 O3,5.798654284,5.798654284,9.652997,90,90,120.0000032,hex_,P6_3/mmc,3.9827856,-7.426689609,-2.652540658,0.0993671,FALSE,3.189173881,0,FALSE,281.0911825,,
mp-760376,KTiO3,5,K1 Ti1 O3,3.69172,3.69172,5.766897,90,90,90,tet,P4mm,1.0034982,-7.436609148,-2.662460197,0.089447561,FALSE,2.851449774,0,FALSE,78.59586599,,
mp-1111155,KTlBr3,10,K1 Tl1 Br3,8.305649382,8.305649382,8.305649382,60,60,60,cubic,Fm-3m,0.0002096,-3.024775913,-1.342039624,0.077235673,FALSE,3.96090552,0.9246,FALSE,405.1406151,,
mp-1111296,KTlCl3,10,K1 Tl1 Cl3,7.932070727,7.932070727,7.932070727,60,60,60,cubic,Fm-3m,0.0004041,-3.391741491,-1.582051127,0.059074321,FALSE,3.292339149,1.097,FALSE,352.8943752,,
mp-1111295,KTlF3,10,K1 Tl1 F3,6.776574808,6.776574808,6.776574808,60,60,60,cubic,Fm-3m,0.0002235,-4.287616187,-2.440160439,0.054284187,FALSE,4.534969175,1.9647,FALSE,220.0471323,,
mp-1110822,KTlI3,10,K1 Tl1 I3,8.872874885,8.872874885,8.872874885,60,60,60,cubic,Fm-3m,0.0211598,-2.588186391,-0.973210454,0.117895556,FALSE,4.19682935,0,FALSE,493.9444103,,
mp-984454,KTlO3,5,K1 Tl1 O3,4.410647,4.410647,4.410647,90,90,90,cubic,Pm-3m,1.8942135,-4.464268248,-0.794923277,0.333117669,FALSE,5.640929309,0,FALSE,85.8038753,,
mp-1211295,KTmBr3,20,K1 Tm1 Br3,7.603023,7.98206,10.939478,90,90,90,ortho,Pnma,3.9124485,-3.923228509,-1.818286347,0.178257686,FALSE,4.47962301,0,FALSE,663.8926973,,
mp-570303,KTmI3,10,K1 Tm1 I3,8.11373546,8.11373546,11.538987,90,90,149.3795755,ortho,Cmcm,0.8557843,-3.440558615,-1.403376805,0.128583351,FALSE,5.053390306,0,FALSE,386.9226564,"{'voigt': 18.38, 'reuss': 17.347, 'vrh': 17.864}","{'voigt': 8.938, 'reuss': 6.958, 'vrh': 7.948}"
mp-1184949,KTmO3,5,K1 Tm1 O3,4.412421,4.412421,4.412421,90,90,90,cubic,Pm-3m,2.0086639,-6.441807396,-2.350256552,0.247455241,FALSE,4.948918815,0,FALSE,85.90745011,,
mp-4126,KUO3,5,K1 U1 O3,4.29886276,4.29886276,4.29886276,90,90,90,cubic,Pm-3m,1,-8.78844244,-3.33510989,0,TRUE,6.795779335,0.4454,FALSE,79.44393398,"{'voigt': 134.466, 'reuss': 134.466, 'vrh': 134.466}","{'voigt': 72.59, 'reuss': 62.786, 'vrh': 67.688}"
mp-1205604,KVCl3,10,K1 V1 Cl3,6.914956127,6.914956434,6.16009058,90,90,119.9994212,hex_,P6_3/mmc,6.0000003,-9.548923211,-1.835891939,0,TRUE,2.556929671,0.3342,FALSE,255.0933518,,
mp-557257,KVF3,5,K1 V1 F3,4.12938738,4.12940323,4.1292904,90,90,90,cubic,Pm-3m,2.9999995,-6.230437906,-3.040495367,0,TRUE,3.46754021,2.0759,FALSE,70.41227003,,
mp-1076633,KVO3,5,K1 V1 O3,3.8531,3.8531,3.8531,90,90,90,cubic,Pm-3m,8.55E-05,-7.201591718,-2.189759956,0.216911291,FALSE,4.006977598,0.2186,FALSE,57.20458528,,
mp-18815,KVO3,20,K1 V1 O3,5.1974608,5.65515664,10.65824401,90,90,90,ortho,Pbcm,0,-7.418503009,-2.406671247,0,TRUE,2.926754043,3.046,FALSE,313.271957,,
mp-1040472,KWO3,5,K1 W1 O3,4.017149,4.017149,4.017149,90,90,90,cubic,Pm-3m,0.9996199,-7.920365188,-2.133688594,0.067683725,FALSE,6.940053084,0,FALSE,64.8266861,,
mp-1184945,KYO3,5,K1 Y1 O3,4.497543,4.497543,4.497543,90,90,90,cubic,Pm-3m,1.998478,-6.75570838,-2.258839532,0.271296048,FALSE,3.212488572,0,FALSE,90.97581873,,
mp-5878,KZnF3,5,K1 Zn1 F3,4.04741679,4.04741679,4.04741679,90,90,90,cubic,Pm-3m,0,-4.438915822,-2.813805775,0,TRUE,4.044777029,3.6954,FALSE,66.30309275,"{'voigt': 71.15, 'reuss': 71.15, 'vrh': 71.15}","{'voigt': 33.358, 'reuss': 33.213, 'vrh': 33.286}"
mp-1184946,KZnO3,5,K1 Zn1 O3,4.088547,4.088547,4.088547,90,90,90,cubic,Pm-3m,2.9948736,-4.385129024,-0.938129754,0.366345996,FALSE,3.705336208,0,FALSE,68.34503711,,
mp-1184950,KZrO3,5,K1 Zr1 O3,4.238285,4.238285,4.238285,90,90,90,cubic,Pm-3m,0.99994,-7.699603072,-2.795012398,0.066313655,FALSE,3.889375725,0,FALSE,76.13256666,,
mp-10600,La3AlC,5,La3 Al1 C1,5.205131,5.205131,5.205131,90,90,90,cubic,Pm-3m,0.0001904,-5.741741924,-0.185289397,0.034530171,FALSE,5.365885189,0,FALSE,141.0246376,"{'voigt': 58.829, 'reuss': 58.829, 'vrh': 58.829}","{'voigt': 34.532, 'reuss': 34.416, 'vrh': 34.474}"
mp-4505,La3AlN,5,La3 Al1 N1,5.09751599,5.09752329,5.09751495,90,90,90,cubic,Pm-3m,0.0349912,-21.92009742,-0.901059497,0,TRUE,5.737967673,0,FALSE,132.4574298,"{'voigt': 66.117, 'reuss': 66.117, 'vrh': 66.117}","{'voigt': 43.905, 'reuss': 43.169, 'vrh': 43.537}"
mp-1206996,La3AlO,5,La3 Al1 O1,5.03101297,5.03100776,5.0310088,90,90,90,cubic,Pm-3m,4.78E-05,-6.174222742,-1.473911112,0,TRUE,5.994536311,0,FALSE,127.3401922,,
mp-20590,La3InB,5,La3 In1 B1,5.328949,5.328949,5.328949,90,90,90,cubic,Pm-3m,0.0146699,-24.08993296,-0.258075917,0.202741914,FALSE,5.951142845,0,FALSE,151.3298814,,
mp-29056,La3InC,5,La3 In1 C1,5.24935926,5.24935926,5.24935926,90,90,90,cubic,Pm-3m,4.30E-06,-5.677746706,-0.318574596,0,TRUE,6.239730051,0,FALSE,144.6501503,,
mp-1224015,La3InGe,40,La3 In1 Ge1,12.38399439,11.95846731,11.94275084,62.40709727,58.85955349,58.73628554,ortho,Fmm2,6.9071333,-25.88049741,-0.743515691,0,TRUE,6.434968402,0,FALSE,1247.25425,,
mp-20999,La3InN,5,La3 In1 N1,5.13785256,5.13783273,5.13784525,90,90,90,cubic,Pm-3m,0.00131,-25.24691144,-1.058575107,0,TRUE,6.679346334,0,FALSE,135.6258952,,
mp-10611,La3PbC,5,La3 Pb1 C1,5.23916418,5.23915898,5.23918083,90,90,90,cubic,Pm-3m,0.1915083,-5.978348818,-0.428482043,0,TRUE,7.342931274,0,FALSE,143.8093004,"{'voigt': 60.77, 'reuss': 60.77, 'vrh': 60.77}","{'voigt': 40.25, 'reuss': 39.298, 'vrh': 39.774}"
mp-1206443,La3SnC,5,La3 Sn1 C1,5.22029957,5.22029957,5.22029957,90,90,90,cubic,Pm-3m,0.0492238,-6.099530596,-0.490278864,0,TRUE,6.389944026,0,FALSE,142.2611378,,
mp-1206994,La3SnN,5,La3 Sn1 N1,5.10650318,5.10651462,5.10650942,90,90,90,cubic,Pm-3m,9.30E-06,-25.79436996,-1.172514945,0,TRUE,6.851593696,0,FALSE,133.1595515,,
mp-571167,NdNiSb3,60,Nd1 Ni1 Sb3,6.2375653,12.72674041,18.34531071,90,90,90,ortho,Pbcm,1.40E-06,-5.320691463,-0.733633897,0,TRUE,7.774741904,0,FALSE,1456.321841,,
mp-1186312,NdNpO3,5,Nd1 Np1 O3,4.495194,4.495194,4.495194,90,90,90,cubic,Pm-3m,3.978307,-8.986175598,-2.474213572,1.037101979,FALSE,7.847009308,0,FALSE,90.83334721,,
mp-1186326,NdReO3,5,Nd1 Re1 O3,4.000753,4.000753,4.000753,90,90,90,cubic,Pm-3m,0.9963503,-8.621295616,-2.209266685,0.607413395,FALSE,9.813618594,0,FALSE,64.0361508,,
mp-16287,NdRh3C,5,Nd1 Rh3 C1,4.20689872,4.20689872,4.20689872,90,90,90,cubic,Pm-3m,1.06E-05,-7.604045076,-0.386097769,0.016713652,FALSE,10.37019955,0,FALSE,74.45368025,,
mp-4582,NdRhO3,20,Nd1 Rh1 O3,5.36174282,5.83175504,7.7935672,90,90,90,ortho,Pnma,0,-7.890430088,-2.495162424,0,TRUE,8.044591809,0.6487,FALSE,243.6921484,,
mp-1206341,NdSbO3,5,Nd1 Sb1 O3,4.281575,4.281575,4.281575,90,90,90,cubic,Pm-3m,0.0002436,-6.823705786,-2.075499448,0.768686312,FALSE,6.643062744,0,FALSE,78.4893383,,
mp-31117,NdScO3,20,Nd1 Sc1 O3,5.58038856,5.80995328,8.02978969,90,90,90,ortho,Pnma,0,-9.085363889,-3.896463978,0,TRUE,6.051672321,4.3025,TRUE,260.3402098,,
mp-1105614,NdScS3,20,Nd1 Sc1 S3,6.50541219,7.15932821,9.582129,90,90,90,ortho,Pnma,0,-15.28055514,-2.296256424,0,TRUE,4.247595643,1.8593,TRUE,446.2817269,,
mp-1070369,NdSi3Ir,5,Nd1 Si3 Ir1,5.757777267,5.757777267,5.757777267,136.7249867,136.7249867,62.86146372,tet,I4mm,0,-22.48301351,-0.86328227,0,TRUE,7.88681485,0,FALSE,88.58005886,,
mp-1068775,NdSi3Os,5,Nd1 Si3 Os1,5.805284466,5.805284466,5.805284466,137.1339609,137.1339609,62.23200106,tet,I4mm,0,-22.40681815,-0.661911827,0,TRUE,7.772242947,0,FALSE,89.46130959,,
mp-1070321,NdSi3Rh,5,Nd1 Si3 Rh1,5.744010682,5.744010682,5.744010682,136.8124903,136.8124903,62.72668253,tet,I4mm,0,-6.479948006,-0.798266127,0,TRUE,6.276996167,0,FALSE,87.67080212,,
mp-1069041,NdSi3Ru,5,Nd1 Si3 Ru1,5.788725414,5.788725414,5.788725414,137.2778455,137.2778455,62.01083167,tet,I4mm,0,-16.94479387,-0.712026258,0.005464831,FALSE,6.202399317,0,FALSE,88.2338175,,
mp-1206778,NdSiPt3,5,Nd1 Si1 Pt3,4.09760065,4.09760065,5.45224093,90,90,90,tet,P4mm,2.00E-07,-6.736762378,-1.055389293,0,TRUE,13.74178068,0,FALSE,91.54493038,,
mp-1198161,NdSn3Ru,40,Nd1 Sn3 Ru1,9.75674486,9.75662974,9.75657992,90.0001905,90.00017118,89.99977737,cubic,Pm-3n,5.30E-06,-5.691568479,-0.477315371,0,TRUE,8.602614432,0,FALSE,928.7575959,,
mp-1186324,NdTaO3,5,Nd1 Ta1 O3,4.053073,4.053073,4.053073,90,90,90,cubic,Pm-3m,0.0020946,-9.27075171,-2.974960112,0.437858951,FALSE,9.307297227,0,FALSE,66.58145441,,
mp-3119,NdTiO3,20,Nd1 Ti1 O3,5.505604,5.735775,7.854856,90,90,90,ortho,Pnma,3.9991034,-9.06843503,-3.566930537,0.042002469,FALSE,6.429526148,0,FALSE,248.0477576,,
mp-1197152,NdTmS3,40,Nd1 Tm1 S3,3.93607442,10.98356558,21.41125346,78.6177889,90,90,mono,P2_1/m,0,-20.11649244,-2.387681536,0.001888056,FALSE,5.99286151,0.639,TRUE,907.4488183,,
mp-977446,NdVGe3,10,Nd1 V1 Ge3,6.21831062,6.218447404,5.62042085,90,90,119.9992817,hex_,P6_3/mmc,3.46E-05,-6.046551214,-0.5023238,0.017606004,FALSE,7.289218663,0,FALSE,188.2161949,,
mp-19253,NdVO3,5,Nd1 V1 O3,3.923378,3.923378,3.923378,90,90,90,cubic,Pm-3m,2.0004761,-8.737238134,-2.998050831,0.222997488,FALSE,6.686510488,0,FALSE,60.39214533,,
mp-541129,NdVO3,20,Nd1 V1 O3,5.44723174,5.67955965,7.71246632,90,90,90,ortho,Pnma,7.9999996,-8.960235622,-3.221048318,0,TRUE,6.769493594,1.0341,TRUE,238.607339,,
mp-1173468,NdVSb3,20,Nd1 V1 Sb3,10.007844,6.546422,8.852587,90,90,90,ortho,Pbcm,12.1361731,-24.19365698,-0.068350599,0.574941309,FALSE,6.418620445,0,FALSE,579.9822845,,
mp-673854,NdVSb3,20,Nd1 V1 Sb3,6.244855,7.938952,10.305953,90,90,90,ortho,Pbcm,7.1081813,-24.53171423,-0.406407852,0.236884056,FALSE,7.285892024,0,FALSE,510.9444576,,
mp-1101702,NdZrO3,40,Nd1 Zr1 O3,6.150013,8.226357,11.316666,90,90,90,ortho,Pbam,0.0033811,-9.081503697,-3.449557482,0.199981823,FALSE,6.577111695,0,FALSE,572.5350578,,
mp-756246,NdZrO3,20,Nd1 Zr1 O3,7.617524479,7.617524479,7.617524479,120.4407397,120.4407397,89.23829666,tet,I-4m2,0.0001205,-9.195393211,-3.563446996,0.086092309,FALSE,6.064921553,0.0509,FALSE,310.4431765,,
mp-771131,NdZrO3,10,Nd1 Zr1 O3,5.86120563,5.86120563,5.631084115,61.40900686,61.40900686,89.4329289,mono,C2/m,0.1932298,-9.081454101,-3.449507886,0.200031419,FALSE,6.583441724,0,FALSE,142.9961403,,
